cust_id;date;mortgage_id;amount
445004137271;02.01.2020;6100948819;12490.46
445001842204;02.01.2020;6105298082;150000.0
445006472313;02.01.2020;6105298059;140000.0
007285123843;02.01.2020;6105297846;136000.0
002462440032;02.01.2020;6105298687;156000.0
445009295386;02.01.2020;6105298030;176000.0
445000481446;02.01.2020;6105297696;100000.0
007284539724;02.01.2020;6105297476;248000.0
445003391304;02.01.2020;6105297706;384000.0
445009588442;02.01.2020;6105297501;135000.0
445005603789;02.01.2020;6105297566;105000.0
445003778427;02.01.2020;6105297858;124000.0
445003213675;02.01.2020;6105297900;85000.0
445000597279;02.01.2020;6102463545;33718.77
445008610110;02.01.2020;6105297567;80000.0
007287165469;02.01.2020;6105297529;236000.0
445006845864;02.01.2020;6105297787;85000.0
445009597811;02.01.2020;6105297711;80000.0
445009581389;02.01.2020;6105297667;344000.0
003314403896;02.01.2020;6105297712;50000.0
445007468439;02.01.2020;6105297328;212000.0
445009599205;02.01.2020;6105297356;96000.0
445007951083;02.01.2020;6105297297;80000.0
445002785033;02.01.2020;6105297247;128000.0
445009592677;02.01.2020;6105297325;130000.0
445009581409;02.01.2020;6105297396;144000.0
445001113569;02.01.2020;6105297398;72000.0
445005261800;02.01.2020;6105297048;135000.0
445009584033;02.01.2020;6105296830;200000.0
445004058455;02.01.2020;6105296831;130000.0
445002915865;02.01.2020;6105296736;210000.0
007281139863;02.01.2020;6105296683;132000.0
445008844842;02.01.2020;6105296944;148000.0
445003863714;02.01.2020;6105296452;152000.0
007260742369;02.01.2020;6105296555;180000.0
445008547372;02.01.2020;6105296716;56000.0
445009579319;02.01.2020;6105296636;92000.0
007286011366;02.01.2020;6105296700;240000.0
445005258662;02.01.2020;6105296409;108000.0
445009597641;02.01.2020;6105296604;152000.0
445009601038;02.01.2020;6105296688;140000.0
445008109207;02.01.2020;6105296554;110000.0
445003380459;02.01.2020;6105296166;147000.0
007285554150;02.01.2020;6105296183;350000.0
444005011145;02.01.2020;6105296163;180000.0
445001862673;02.01.2020;6105296213;140000.0
445002258331;02.01.2020;6105296262;140000.0
007261213228;02.01.2020;6105296258;260000.0
445009601453;02.01.2020;6105296295;125000.0
445009574260;02.01.2020;6105296123;232000.0
007287552759;02.01.2020;6105295554;300000.0
007278094733;02.01.2020;6105295978;176000.0
445006979080;02.01.2020;6105295974;90000.0
445009583082;02.01.2020;6105295894;136000.0
445009594724;02.01.2020;6105296018;102950.0
445009593310;02.01.2020;6105295872;340000.0
007287609835;02.01.2020;6105296066;396000.0
445009588721;02.01.2020;6105295713;132000.0
444004781416;02.01.2020;6105296070;140000.0
445002726126;02.01.2020;6105295712;176000.0
445004003551;02.01.2020;6105295896;140000.0
444006208101;02.01.2020;6105295846;125000.0
445002276880;02.01.2020;6105295628;96000.0
445009608164;02.01.2020;6105295473;136000.0
445002755939;02.01.2020;6105295551;270000.0
444006444721;02.01.2020;6105295297;240000.0
445006191293;02.01.2020;6105295237;136000.0
444004461788;02.01.2020;6105295466;125000.0
007262389110;02.01.2020;6105295236;160000.0
445009586625;02.01.2020;6105295471;174000.0
445009598435;02.01.2020;6105295185;152000.0
444006227524;02.01.2020;6105295184;125000.0
445009305935;02.01.2020;6105295232;140000.0
007286110755;02.01.2020;6105295234;80000.0
444002562315;02.01.2020;6105295312;135000.0
445006018488;02.01.2020;6105295086;160000.0
445009583182;02.01.2020;6105294951;100000.0
445001231029;02.01.2020;6105294731;200000.0
007260337935;02.01.2020;6105294735;160000.0
445009397489;02.01.2020;6105294599;159000.0
445006964584;02.01.2020;6105294705;139000.0
444003853820;02.01.2020;6105294780;90000.0
445006956600;02.01.2020;6105294578;207000.0
445006498749;02.01.2020;6105294624;143000.0
445006841893;02.01.2020;6105294754;160000.0
007275646264;02.01.2020;6105294557;188000.0
444005187996;02.01.2020;6105294122;264000.0
445002678952;02.01.2020;6105294144;96000.0
445009502689;02.01.2020;6105294275;100000.0
445009587916;02.01.2020;6105294238;168000.0
445005266986;02.01.2020;6105294321;200000.0
445009547035;02.01.2020;6105294393;100000.0
444003601298;02.01.2020;6105294205;57000.0
444004600963;02.01.2020;6105294415;300000.0
445009591808;02.01.2020;6105293808;184000.0
445009604431;02.01.2020;6105294056;96000.0
445002430581;02.01.2020;6105293614;190000.0
445006956327;02.01.2020;6105293472;132000.0
444001817628;02.01.2020;6105293626;149000.0
007287868819;02.01.2020;6105293782;170000.0
445007103668;02.01.2020;6105293910;136000.0
445002258041;02.01.2020;6105293811;150000.0
444002939382;02.01.2020;6105293904;116000.0
445006918863;02.01.2020;6105293906;107000.0
444003546598;02.01.2020;6105293766;235000.0
009823831773;02.01.2020;6105293976;100000.0
445006833824;02.01.2020;6105294020;125000.0
007287240644;02.01.2020;6105293797;150000.0
445009578848;02.01.2020;6105293982;200000.0
444001830488;02.01.2020;6105293601;250000.0
445009585133;02.01.2020;6105293513;115000.0
007289756592;02.01.2020;6105293610;160000.0
007287615935;02.01.2020;6105293599;300000.0
445009576120;02.01.2020;6105293603;200000.0
445005175257;02.01.2020;6105293280;160000.0
445007985749;02.01.2020;6105293740;120000.0
445003931017;02.01.2020;6105291991;148000.0
007287948930;02.01.2020;6105292147;120000.0
445006802794;02.01.2020;6105292130;134000.0
445008962721;02.01.2020;6105292068;105000.0
445009590817;02.01.2020;6105293292;170000.0
445005468976;02.01.2020;6105292714;200000.0
445008000035;02.01.2020;6105292737;122000.0
444001761113;02.01.2020;6105293257;240000.0
445009603612;02.01.2020;6105293224;220000.0
445008781304;02.01.2020;6105293049;180000.0
445009607493;02.01.2020;6105292970;120000.0
445004276624;02.01.2020;6105293007;270000.0
444004664769;02.01.2020;6105292708;176000.0
007279992894;02.01.2020;6105292706;120000.0
444003340704;02.01.2020;6105292682;155000.0
445007748183;02.01.2020;6105292757;90000.0
007266198131;02.01.2020;6105292720;120000.0
445009585055;02.01.2020;6105293158;104000.0
007287361844;02.01.2020;6105293159;288000.0
445009553917;02.01.2020;6105292764;130000.0
445009536383;02.01.2020;6105291895;110000.0
445005506648;02.01.2020;6105292522;184000.0
445009592697;02.01.2020;6105292457;170000.0
009834519085;02.01.2020;6105292465;105000.0
445005143945;02.01.2020;6105292235;100000.0
444005238599;02.01.2020;6105292520;216000.0
444002971659;02.01.2020;6105292536;78000.0
007281125539;02.01.2020;6105292610;136000.0
445008735323;02.01.2020;6105292592;196000.0
445009591283;02.01.2020;6105292554;140000.0
445006994239;02.01.2020;6105292607;152000.0
007284161268;02.01.2020;6105292556;210000.0
444005378749;02.01.2020;6105299028;175000.0
445009599972;02.01.2020;6105298857;284000.0
445009590710;02.01.2020;6105298964;168000.0
444005826883;02.01.2020;6105298904;95000.0
445005767237;02.01.2020;6105298965;200000.0
445007464075;03.01.2020;6105306556;50000.0
445009593074;03.01.2020;6105306473;172000.0
445001354472;03.01.2020;6105306452;128000.0
445009593093;03.01.2020;6105306484;168000.0
007272516171;03.01.2020;6105306211;190000.0
000964961925;03.01.2020;6105306451;176000.0
445009592316;03.01.2020;6105306205;190000.0
000288989989;03.01.2020;6105306449;180000.0
445009614694;03.01.2020;6105306430;235000.0
445009563887;03.01.2020;6105306377;320000.0
000145560235;03.01.2020;6105306352;188000.0
445009582262;03.01.2020;6105306271;179500.0
445005814605;03.01.2020;6105306176;124000.0
007284102699;03.01.2020;6105305991;200000.0
444006381308;03.01.2020;6105306125;120000.0
444003403121;03.01.2020;6105305858;200000.0
445009604909;03.01.2020;6105305996;500000.0
444003739675;03.01.2020;6105306143;65000.0
444002576481;03.01.2020;6102335349;100000.0
445009525378;03.01.2020;6105305967;168000.0
445009579686;03.01.2020;6105305925;144000.0
445006984152;03.01.2020;6105306130;168000.0
445000742360;03.01.2020;6105306142;65000.0
444005522219;03.01.2020;6105305921;120000.0
007270763847;03.01.2020;6105306124;200000.0
445009603782;03.01.2020;6105305880;130000.0
445000550434;03.01.2020;6105305812;120000.0
445009446912;03.01.2020;6105305923;100000.0
445003842677;03.01.2020;6105306109;230000.0
445009598849;03.01.2020;6105305867;220000.0
445001848605;03.01.2020;6105305868;136000.0
444005926590;03.01.2020;6105305966;184000.0
444005995530;03.01.2020;6105305336;300000.0
445001513942;03.01.2020;6105305335;440000.0
444004406442;03.01.2020;6105305629;152000.0
445009594263;03.01.2020;6105305568;175000.0
445009571647;03.01.2020;6105305285;105000.0
007283125534;03.01.2020;6105305714;110000.0
445006802028;03.01.2020;6105305752;168000.0
444003813071;03.01.2020;6105305127;120000.0
007261964159;03.01.2020;6105305023;230000.0
445001092830;03.01.2020;6105305195;145000.0
007250522514;03.01.2020;6105305099;330000.0
444005857989;03.01.2020;6105305101;150000.0
445006732490;03.01.2020;6105304884;284000.0
445008844729;03.01.2020;6105305097;176000.0
445009597579;03.01.2020;6105305020;70000.0
444002479232;03.01.2020;6105305013;212000.0
445009414391;03.01.2020;6105304925;125000.0
445004210889;03.01.2020;6105305074;900000.0
007272761474;03.01.2020;6105305261;224000.0
444004124617;03.01.2020;6105304715;65000.0
445003949388;03.01.2020;6105304734;200000.0
445001036735;03.01.2020;6105304638;228000.0
003987525283;03.01.2020;6105304602;212000.0
445009606059;03.01.2020;6105304783;500000.0
445002343929;03.01.2020;6105304601;81000.0
007274510759;03.01.2020;6105304587;75000.0
445002925498;03.01.2020;6105304455;116000.0
444003915801;03.01.2020;6105304736;144000.0
007287439586;03.01.2020;6105304508;288000.0
445003541281;03.01.2020;6105304186;264000.0
445001041385;03.01.2020;6105304433;112000.0
007262293990;03.01.2020;6105304048;100000.0
445002354547;03.01.2020;6105304079;416000.0
445002319525;03.01.2020;6105304260;130000.0
445008781687;03.01.2020;6105304081;180000.0
445009270253;03.01.2020;6105303968;95000.0
444005448420;03.01.2020;6105304309;162007.76
445009590818;03.01.2020;6105304222;133000.0
445006808340;03.01.2020;6105304046;100000.0
445008319425;03.01.2020;6105304013;312000.0
445009606891;03.01.2020;6105303786;120000.0
444005951825;03.01.2020;6105303592;128000.0
007276595081;03.01.2020;6105303554;160000.0
445004523878;03.01.2020;6105303527;392000.0
445002105862;03.01.2020;6105303497;160000.0
445009425026;03.01.2020;6105303599;155000.0
445008743532;03.01.2020;6105303664;300000.0
007290244616;03.01.2020;6105303515;230000.0
007262296865;03.01.2020;6105303398;220000.0
445005803147;03.01.2020;6105303329;200000.0
445008738798;03.01.2020;6105303271;84000.0
445001740473;03.01.2020;6105303183;100000.0
445002033354;03.01.2020;6105303194;170000.0
445001110935;03.01.2020;6105303148;264000.0
001244374192;03.01.2020;6105303133;250000.0
445007709080;03.01.2020;6105303444;200000.0
445009591147;03.01.2020;6105303361;105000.0
445009590333;03.01.2020;6105302689;100000.0
445001392613;03.01.2020;6105302809;180000.0
445009601628;03.01.2020;6105302612;132000.0
445009597764;03.01.2020;6105302813;120000.0
444004759786;03.01.2020;6105303056;132000.0
444004270318;03.01.2020;6105303108;300000.0
444004972612;03.01.2020;6105302686;144000.0
445006700847;03.01.2020;6102998353;54022.5
445002293744;03.01.2020;6105302683;200000.0
445003067737;03.01.2020;6105302822;128000.0
007287192096;03.01.2020;6105302996;272000.0
445009596841;03.01.2020;6105302552;336000.0
445004088366;03.01.2020;6105302267;136000.0
445009461162;03.01.2020;6105302921;135000.0
445008364060;03.01.2020;6105302340;200000.0
007283109967;03.01.2020;6105302174;35750.0
445009603849;03.01.2020;6105302159;240000.0
444005037291;03.01.2020;6105302073;250000.0
445001387303;03.01.2020;6105302045;200000.0
445000127139;03.01.2020;6105302033;160000.0
445001820591;03.01.2020;6105302023;272000.0
445009595787;03.01.2020;6105302052;84000.0
445009528361;03.01.2020;6105301598;268000.0
445006072496;03.01.2020;6105301820;140000.0
444006515074;03.01.2020;6105301678;128000.0
445008443938;03.01.2020;6105301738;200000.0
445002734059;03.01.2020;6105301721;65000.0
445009603352;03.01.2020;6105301742;95000.0
445003874049;03.01.2020;6105301816;148000.0
445004483747;03.01.2020;6105301574;135000.0
445005310029;03.01.2020;6105301624;80000.0
445009595712;03.01.2020;6105301412;57000.0
445009599364;03.01.2020;6105301531;100000.0
445009603949;03.01.2020;6105301328;145000.0
007267363568;03.01.2020;6105301505;120000.0
445009605096;03.01.2020;6105301602;200000.0
445003904875;03.01.2020;6105301628;200000.0
007290282024;03.01.2020;6105301740;210000.0
444005990054;03.01.2020;6105301668;400000.0
445004193145;03.01.2020;6105301293;232000.0
445005299356;03.01.2020;6105301407;220000.0
445001634684;03.01.2020;6105300837;110000.0
007293389297;03.01.2020;6105301371;80000.0
444004786475;03.01.2020;6105300939;150000.0
445006391573;03.01.2020;6105301006;139000.0
444002367909;03.01.2020;6105301125;216000.0
007285596880;03.01.2020;6105301185;100000.0
000674494406;03.01.2020;6105300705;110000.0
445009592223;03.01.2020;6105301008;145000.0
445005170217;03.01.2020;6105301009;150000.0
445006827310;03.01.2020;6105300720;115000.0
007289185371;03.01.2020;6105300746;200000.0
444003958242;03.01.2020;6105300889;176000.0
445009579708;03.01.2020;6105301040;176000.0
445007886778;03.01.2020;6105300911;125000.0
007282867217;03.01.2020;6105300970;220000.0
007281934030;03.01.2020;6105300392;136000.0
444004019979;03.01.2020;6105300489;123000.0
444004826715;03.01.2020;6105300674;184000.0
445009597261;03.01.2020;6105300673;108000.0
444005970525;03.01.2020;6105300672;204000.0
445009309353;03.01.2020;6105300851;220000.0
445007736524;03.01.2020;6105301011;230000.0
445009611897;03.01.2020;6105301083;138000.0
445009511788;03.01.2020;6105300773;80000.0
445009593927;03.01.2020;6105300808;100000.0
445006839306;03.01.2020;6105300504;48500.0
445003624287;03.01.2020;6105300600;175000.0
445003525788;03.01.2020;6105300373;108000.0
445009592519;03.01.2020;6105300322;100000.0
007277357251;03.01.2020;6105300641;190000.0
007287372258;03.01.2020;6105300285;204000.0
445009562441;03.01.2020;6105300442;240000.0
444004575223;03.01.2020;6105299970;240000.0
007285807596;03.01.2020;6105300219;115000.0
445009197228;03.01.2020;6105299926;180000.0
445003523252;03.01.2020;6105299972;192000.0
445003179186;03.01.2020;6105300007;160000.0
445009603252;03.01.2020;6105300287;71000.0
445004233682;03.01.2020;6105300528;165000.0
007287722150;03.01.2020;6105300167;152000.0
000736481611;03.01.2020;6105300074;108000.0
445003058697;03.01.2020;6105299927;120000.0
007287094848;03.01.2020;6105299925;135000.0
445009591963;03.01.2020;6105299640;79000.0
445008927457;03.01.2020;6105300149;176000.0
444004738266;03.01.2020;6105300055;235000.0
445002127260;03.01.2020;6105300259;152000.0
445009514909;03.01.2020;6105300000;328000.0
007282043957;03.01.2020;6105299739;180000.0
444005833228;03.01.2020;6105299891;145000.0
445007149638;03.01.2020;6105299773;136000.0
007284186261;03.01.2020;6105299870;150000.0
445009597601;03.01.2020;6105299735;115000.0
444006191232;03.01.2020;6105299674;136000.0
445009600934;03.01.2020;6105299832;70000.0
007282252371;03.01.2020;6105299575;88000.0
007284879061;06.01.2020;6105311864;160000.0
445002758618;06.01.2020;6105311823;300000.0
007288821450;06.01.2020;6105312105;220000.0
445007682923;06.01.2020;6105311985;152000.0
445008404725;06.01.2020;6105311944;200000.0
007285963152;06.01.2020;6105311559;176000.0
445006947780;06.01.2020;6105312073;110000.0
444002578248;06.01.2020;6105311863;76000.0
007292188013;06.01.2020;6105311822;150000.0
445002819561;06.01.2020;6105311899;240000.0
444005392619;06.01.2020;6105312109;128000.0
444005764969;06.01.2020;6105311488;160000.0
445001802009;06.01.2020;6105311312;200000.0
445003559429;06.01.2020;6105312067;150000.0
445000577064;06.01.2020;6105311548;368000.0
445005569710;06.01.2020;6105311189;210000.0
445003933462;06.01.2020;6105311290;124000.0
445001877481;06.01.2020;6105311168;140000.0
445005730500;06.01.2020;6105311173;250000.0
445006416053;06.01.2020;6105311611;130000.0
000144154882;06.01.2020;6105311311;125000.0
445009604579;06.01.2020;6105311129;93000.0
445009581026;06.01.2020;6105310729;140000.0
445009136608;06.01.2020;6105310831;288000.0
445004608848;06.01.2020;6105310725;292000.0
445001191380;06.01.2020;6105310668;160000.0
445001206808;06.01.2020;6105310747;210000.0
444005751210;06.01.2020;6105310644;328000.0
445009590513;06.01.2020;6105310985;103000.0
445009582609;06.01.2020;6105310886;145000.0
444004563242;06.01.2020;6105310557;65000.0
445002959720;06.01.2020;6105310604;60000.0
445007103634;06.01.2020;6105310548;155000.0
444005637580;06.01.2020;6105310332;208000.0
007281256895;06.01.2020;6105310506;128000.0
445009587061;06.01.2020;6105310306;375000.0
444005231455;06.01.2020;6105310267;250000.0
444003980899;06.01.2020;6105310333;236000.0
445008950837;06.01.2020;6105310383;144000.0
445006052968;06.01.2020;6105309953;100000.0
445008138214;06.01.2020;6105310003;115000.0
007282341076;06.01.2020;6105310143;396000.0
445009042532;06.01.2020;6105309992;145000.0
445006183972;06.01.2020;6105310057;115000.0
444004344312;06.01.2020;6105310122;144000.0
007285040184;06.01.2020;6105310041;232000.0
445008608207;06.01.2020;6105310175;164000.0
007263703627;06.01.2020;6105309941;82500.0
445009586635;06.01.2020;6105309729;220000.0
007281901150;06.01.2020;6105309915;197000.0
444003572911;06.01.2020;6105309863;180000.0
444002477345;06.01.2020;6105309655;105000.0
445006061690;06.01.2020;6105309724;550000.0
445002090065;06.01.2020;6105309730;125000.0
007281242194;06.01.2020;6105309727;60000.0
444006008997;06.01.2020;6105309760;235000.0
007285046181;06.01.2020;6105309471;188000.0
007260376688;06.01.2020;6105309545;120000.0
007260446055;06.01.2020;6105309601;235000.0
445004954188;06.01.2020;6105309470;150000.0
445002662994;06.01.2020;6105309422;80000.0
445002327154;06.01.2020;6105309494;155000.0
444003393775;06.01.2020;6105309385;190000.0
444006122695;06.01.2020;6105309498;288000.0
445009594388;06.01.2020;6105309531;90000.0
445005902275;06.01.2020;6102590666;27031.29
444003979361;06.01.2020;6105309484;164000.0
444005060855;06.01.2020;6105309569;296000.0
445007008692;06.01.2020;6105309200;124000.0
445006833906;06.01.2020;6105309325;280000.0
445002203176;06.01.2020;6105309277;160000.0
445009550047;06.01.2020;6105309226;208000.0
445004453450;06.01.2020;6105309142;80000.0
445009593052;06.01.2020;6105309278;203000.0
445009147487;06.01.2020;6105309326;120000.0
445009572519;06.01.2020;6105309234;155000.0
007282961774;06.01.2020;6105308711;184000.0
445009403407;06.01.2020;6105309072;120000.0
444000039512;06.01.2020;6105309180;105000.0
445007590175;06.01.2020;6105308805;150000.0
007260327989;06.01.2020;6105314726;600000.0
000478651000;06.01.2020;6105308678;105000.0
445009612911;06.01.2020;6105308983;450000.0
445004596983;06.01.2020;6105308988;160000.0
445006442400;06.01.2020;6105308769;136000.0
445003821408;06.01.2020;6105308708;107000.0
445003830210;06.01.2020;6105308958;208000.0
007283216176;06.01.2020;6105308691;226000.0
445004522125;06.01.2020;6105308797;290000.0
444005883767;06.01.2020;6105308852;125000.0
445009598765;06.01.2020;6105308879;128000.0
000485178066;06.01.2020;6105308973;110000.0
445007604916;06.01.2020;6105308540;50000.0
445000974581;06.01.2020;6105308566;250000.0
445009550577;06.01.2020;6105308496;140000.0
445003078309;06.01.2020;6105308588;175000.0
007261218649;06.01.2020;6105308423;80000.0
444005237513;06.01.2020;6105308643;192000.0
445003136240;06.01.2020;6105308607;220000.0
007271278905;06.01.2020;6105308611;224000.0
445009601903;06.01.2020;6105308612;219000.0
007286776528;06.01.2020;6105308472;170000.0
445006471448;06.01.2020;6105308562;197600.0
007286052364;06.01.2020;6105308397;320000.0
445001483497;06.01.2020;6105308408;127600.0
445009618562;06.01.2020;6105314599;180000.0
445009560686;06.01.2020;6105308444;88000.0
444002675917;06.01.2020;6105314509;280000.0
445005392910;06.01.2020;6105314577;640000.0
445001212474;06.01.2020;6105314648;130000.0
007266297753;06.01.2020;6105314630;208000.0
445009043819;06.01.2020;6105308353;65000.0
445003980423;06.01.2020;6105308155;348000.0
445006904615;06.01.2020;6105308351;80000.0
444000662499;06.01.2020;6105308156;104840.0
007263038332;06.01.2020;6105308273;165000.0
007287247002;06.01.2020;6105308076;124000.0
445007752684;06.01.2020;6105308145;140000.0
444002612961;06.01.2020;6105307869;160000.0
445009471207;06.01.2020;6105307919;300000.0
445004287921;06.01.2020;6105307858;176000.0
007282908946;06.01.2020;6105307840;100000.0
007287162240;06.01.2020;6105314316;200000.0
445009457384;06.01.2020;6105314372;435000.0
444001821953;06.01.2020;6105314401;150000.0
445009037557;06.01.2020;6105314374;124000.0
445009607984;06.01.2020;6105314370;130000.0
445007133224;06.01.2020;6105314479;132000.0
007262328851;06.01.2020;6105314463;210000.0
444003983227;06.01.2020;6105314339;100000.0
007287558092;06.01.2020;6105314046;175000.0
445005975669;06.01.2020;6105314168;112000.0
007270550788;06.01.2020;6105314253;270000.0
007279982807;06.01.2020;6105314098;176000.0
445009597242;06.01.2020;6105314252;240000.0
445000271237;06.01.2020;6105314287;252000.0
445006916423;06.01.2020;6105314288;140000.0
445005156855;06.01.2020;6105314019;150000.0
007288753582;06.01.2020;6105314286;200000.0
007287162899;06.01.2020;6105314125;160000.0
444004516801;06.01.2020;6105314166;200000.0
444004897036;06.01.2020;6105314099;116000.0
444003470132;06.01.2020;6105314123;190000.0
444003807229;06.01.2020;6105314051;120000.0
445002914171;06.01.2020;6105313730;200000.0
445004091907;06.01.2020;6105313703;140000.0
445000461249;06.01.2020;6105313985;200000.0
445009606397;06.01.2020;6105313766;235000.0
007292493200;06.01.2020;6105313830;120000.0
445002087962;06.01.2020;6105313861;130000.0
000049050445;06.01.2020;6105313801;150000.0
445005712822;06.01.2020;6105313983;160000.0
445009551124;06.01.2020;6105313353;400000.0
007286670156;06.01.2020;6105313211;248000.0
445001131279;06.01.2020;6105313354;600000.0
444004730880;06.01.2020;6105313409;364000.0
445006364779;06.01.2020;6105313733;112000.0
445009594913;06.01.2020;6105313833;150000.0
000798672567;06.01.2020;6105313578;176000.0
445009599228;06.01.2020;6105313491;307000.0
007275351481;06.01.2020;6105313477;108000.0
445007464743;06.01.2020;6105313579;210000.0
007282518778;06.01.2020;6105313298;194000.0
445004616258;06.01.2020;6105313390;220000.0
445009601966;06.01.2020;6105313576;99000.0
444004940795;06.01.2020;6105313356;100000.0
445004767538;06.01.2020;6105313116;125000.0
445006165785;06.01.2020;6105313402;116000.0
445007156536;06.01.2020;6105313410;56000.0
444001781939;06.01.2020;6105313355;136000.0
445001030463;06.01.2020;6105312943;264000.0
445009603957;06.01.2020;6105313013;320000.0
000155664466;06.01.2020;6105313115;288000.0
445006845728;06.01.2020;6105312703;65000.0
007270562763;06.01.2020;6105312806;80000.0
444006038306;06.01.2020;6105312738;170600.0
445009442488;06.01.2020;6105312644;210000.0
445009031241;06.01.2020;6105312615;200000.0
445009609507;06.01.2020;6105312837;130000.0
445009616971;06.01.2020;6105312783;192000.0
445009614640;06.01.2020;6105312563;320000.0
445003936733;06.01.2020;6105312527;125000.0
445000212928;06.01.2020;6105312302;168000.0
445009401372;06.01.2020;6105312491;135000.0
007262335845;06.01.2020;6105312482;264000.0
007285855647;06.01.2020;6105312454;130182.0
445009613434;06.01.2020;6105312215;132000.0
445002316151;06.01.2020;6105312249;180000.0
445009597701;06.01.2020;6105312246;100000.0
444004363449;06.01.2020;6105312353;150000.0
445003759661;06.01.2020;6105312445;276000.0
445002554008;06.01.2020;6105312420;120000.0
444003980247;07.01.2020;6105323234;135000.0
445009610528;07.01.2020;6105323355;180000.0
445009614317;07.01.2020;6105323288;180000.0
007282185080;07.01.2020;6105323193;175000.0
445009577058;07.01.2020;6105323442;196000.0
000288553134;07.01.2020;6105323212;232000.0
445006220753;07.01.2020;6105323268;148000.0
445009614826;07.01.2020;6105323251;175000.0
445009615687;07.01.2020;6105323191;130000.0
445001387501;07.01.2020;6105323402;440000.0
445009606636;07.01.2020;6105323377;98500.0
445001954101;07.01.2020;6105323323;220000.0
445002998897;07.01.2020;6105323181;144000.0
007260052444;07.01.2020;6105323333;200000.0
007272030450;07.01.2020;6105323345;260000.0
445003993157;07.01.2020;6105323035;192000.0
002531114334;07.01.2020;6105323393;250000.0
444003837346;07.01.2020;6105322986;140000.0
002055287940;07.01.2020;6105322869;208000.0
445006626602;07.01.2020;6105322988;120000.0
444005200091;07.01.2020;6105323143;200000.0
445004481527;07.01.2020;6105322975;196000.0
444002791385;07.01.2020;6105322852;188000.0
444000984749;07.01.2020;6105322824;240000.0
445009603969;07.01.2020;6105322865;120000.0
445009594827;07.01.2020;6105323144;110000.0
445002438960;07.01.2020;6105322780;180000.0
445000610884;07.01.2020;6105323075;115000.0
445009613518;07.01.2020;6105323156;140000.0
445009607445;07.01.2020;6105322742;100000.0
445000183546;07.01.2020;6105322897;100000.0
007286296581;07.01.2020;6105323115;100000.0
003454857187;07.01.2020;6105323090;280000.0
445005580102;07.01.2020;6105323051;350000.0
